PROVINCIA,DIA,HORA,FERIADO,CAUSA_PROBABLE,CLASE_FINAL,ZONA,TIPO_DE_VEHICULO_1,SERVICIO_1,EDAD_1,SEXO_1,CONDICION_1,PARTICIPANTE_1
PICHINCHA,MARTES,P09,NO,CP11,CHOQUE POSTERIOR,URBANA,CAMION,PARTICULAR,25.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,MARTES,P07,NO,CP24,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,27.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,MARTES,P20,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,44.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,MARTES,P18,NO,CP11,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,23.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,MARTES,P23,NO,CP09,ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MARTES,P15,NO,CP06,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,MARTES,P16,NO,CP06,CHOQUE FRONTAL,URBANA,AUTOMOVIL,PARTICULAR,33.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,MARTES,P13,NO,CP22,CHOQUE LATERAL,URBANA,BUS,PUBLICO,46.0,HOMBRE,ILESO,CONDUCTOR
CARCHI,MARTES,P11,NO,CP05,VOLCAMIENTOS,RURAL,CAMIONETA,PARTICULAR,42.0,MUJER,LESIONADO,PASAJERO
CARCHI,MARTES,P11,NO,CP05,VOLCAMIENTOS,RURAL,CAMIONETA,PARTICULAR,42.0,MUJER,LESIONADO,PASAJERO
GUAYAS,MIERCOLES,P10,NO,CP09,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P10,NO,CP18,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P14,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P15,NO,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P13,NO,CP18,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,23.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P16,NO,CP09,ATROPELLOS,URBANA,CAMIONETA,PARTICULAR,29.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,MIERCOLES,P17,NO,CP12,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P17,NO,CP09,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,28.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P19,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,53.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P05,NO,CP11,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
EL ORO,MIERCOLES,P12,NO,CP13,ESTRELLAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,MIERCOLES,P16,NO,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,MIERCOLES,P19,NO,CP13,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,MIERCOLES,P12,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,MIERCOLES,P06,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
CHIMBORAZO,MIERCOLES,P09,NO,CP04,VOLCAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
CHIMBORAZO,MIERCOLES,P19,NO,CP13,ESTRELLAMIENTOS,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,44.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,MIERCOLES,P21,NO,CP13,CHOQUE POSTERIOR,URBANA,CAMIONETA,PARTICULAR,34.0,HOMBRE,ILESO,CONDUCTOR
IMBABURA,MIERCOLES,P09,NO,CP11,CHOQUE POSTERIOR,RURAL,AUTOMOVIL,COMERCIAL,28.0,MUJER,LESIONADO,PASAJERO
PICHINCHA,MIERCOLES,P17,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,22.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,MIERCOLES,P09,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,46.0,HOMBRE,ILESO,PASAJERO
PICHINCHA,MIERCOLES,P09,NO,CP25,ATROPELLOS,URBANA,CAMIONETA,PARTICULAR,51.0,MUJER,LESIONADO,PEATON
PICHINCHA,MIERCOLES,P03,NO,CP02,PERDIDA DE CARRIL,RURAL,AUTOMOVIL,COMERCIAL,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,MIERCOLES,P08,NO,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,MIERCOLES,P09,NO,CP26,ATROPELLOS,URBANA,AUTOMOVIL,COMERCIAL,32.0,HOMBRE,LESIONADO,PEATON
GUAYAS,JUEVES,P06,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P07,NO,CP09,PERDIDA DE PISTA,URBANA,NO IDENTIFICADO,PARTICULAR,27.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P12,NO,CP22,CHOQUE LATERAL,URBANA,BICICLETA,PARTICULAR,17.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P13,NO,CP22,CHOQUE LATERAL,URBANA,CAMIONETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P13,NO,CP09,CAIDA DE PASAJERO,URBANA,BUS,PUBLICO,29.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,JUEVES,P14,NO,CP18,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P15,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P20,NO,CP12,ROZAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P23,NO,CP09,PERDIDA DE PISTA,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,JUEVES,P23,NO,CP09,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P15,NO,CP13,ATROPELLOS,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,JUEVES,P21,NO,CP13,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,JUEVES,P19,NO,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,JUEVES,P16,NO,CP13,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P22,NO,CP11,COLISION,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P23,NO,CP13,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P12,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,ESTADO,26.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,JUEVES,P15,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,JUEVES,P08,NO,CP12,ROZAMIENTOS,RURAL,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
GUAYAS,JUEVES,P13,NO,CP16,CAIDA DE PASAJERO,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P02,NO,CP13,ESTRELLAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,JUEVES,P05,NO,CP22,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,JUEVES,P06,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,JUEVES,P16,NO,CP13,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,24.0,HOMBRE,LESIONADO,PASAJERO
MANABI,JUEVES,P19,NO,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,20.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
TUNGURAHUA,JUEVES,P16,NO,CP13,ROZAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,33.0,HOMBRE,LESIONADO,CONDUCTOR
TUNGURAHUA,JUEVES,P14,NO,CP11,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,50.0,HOMBRE,LESIONADO,CONDUCTOR
TUNGURAHUA,JUEVES,P18,NO,CP06,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,51.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P22,NO,CP04,PERDIDA DE CARRIL,URBANA,MOTOCICLETA,PARTICULAR,30.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,JUEVES,P10,NO,CP05,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,18.0,HOMBRE,LESIONADO,PEATON
PICHINCHA,JUEVES,P07,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,COMERCIAL,35.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P05,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,JUEVES,P03,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
AZUAY,JUEVES,P13,NO,CP06,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,43.0,MUJER,ILESO,CONDUCTOR
PICHINCHA,JUEVES,P08,NO,CP25,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,32.0,MUJER,LESIONADO,PEATON
EL ORO,JUEVES,P10,NO,CP14,CAIDA DE PASAJERO,URBANA,NO IDENTIFICADO,PARTICULAR,22.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,JUEVES,P13,NO,CP11,CHOQUE LATERAL,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P06,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P05,NO,CP22,CHOQUE LATERAL,URBANA,BUS,PUBLICO,43.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P07,NO,CP09,PERDIDA DE PISTA,URBANA,CAMION,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P09,NO,CP09,COLISION,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P10,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P11,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,25.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P11,NO,CP22,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,25.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P14,NO,CP22,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P15,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,22.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P15,NO,CP11,CHOQUE POSTERIOR,URBANA,CAMION,PARTICULAR,65.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P16,NO,CP18,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,69.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P19,NO,CP11,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P19,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P17,NO,CP11,ROZAMIENTOS,URBANA,MOTOCICLETA,PARTICULAR,33.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P23,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,25.0,HOMBRE,ILESO,CONDUCTOR
MANABI,VIERNES,P13,NO,CP12,ROZAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,ILESO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P16,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,26.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P18,NO,CP13,ATROPELLOS,URBANA,AUTOMOVIL,PARTICULAR,67.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,VIERNES,P18,NO,CP13,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P20,NO,CP11,CHOQUE POSTERIOR,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P20,NO,CP13,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
LOS RIOS,VIERNES,P15,NO,CP22,CHOQUE LATERAL,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,VIERNES,P17,NO,CP11,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,56.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,VIERNES,P15,NO,CP13,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,53.0,HOMBRE,LESIONADO,CONDUCTOR
LOS RIOS,VIERNES,P12,NO,CP22,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,29.0,HOMBRE,LESIONADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P12,NO,CP13,ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
EL ORO,VIERNES,P09,NO,CP22,CHOQUE LATERAL,RURAL,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
LOS RIOS,VIERNES,P11,NO,CP22,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P04,NO,CP13,ESTRELLAMIENTOS,RURAL,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTA ELENA,VIERNES,P01,NO,CP13,PERDIDA DE PISTA,URBANA,NO IDENTIFICADO,PARTICULAR,29.0,HOMBRE,LESIONADO,CONDUCTOR
NAPO,VIERNES,P02,NO,CP01,PERDIDA DE CARRIL,RURAL,MOTOCICLETA,PARTICULAR,26.0,HOMBRE,LESIONADO,CONDUCTOR
CANAR,VIERNES,P12,NO,CP13,PERDIDA DE CARRIL,URBANA,CAMION,PARTICULAR,45.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
NAPO,VIERNES,P18,NO,CP06,PERDIDA DE PISTA,RURAL,NO IDENTIFICADO,PARTICULAR,21.0,HOMBRE,FALLECIDO,CONDUCTOR
MANABI,VIERNES,P04,NO,CP01,ATROPELLOS,RURAL,AUTOMOVIL,PARTICULAR,30.0,HOMBRE,ILESO,CONDUCTOR
MORONA SANTIAGO,VIERNES,P10,NO,CP13,CHOQUE LATERAL,RURAL,MOTOCICLETA,PARTICULAR,53.0,HOMBRE,LESIONADO,CONDUCTOR
MANABI,VIERNES,P19,NO,CP20,PERDIDA DE CARRIL,RURAL,CAMION,PARTICULAR,62.0,HOMBRE,FALLECIDO,CONDUCTOR
SUCUMBIOS,VIERNES,P21,NO,CP13,ESTRELLAMIENTOS,RURAL,MOTOCICLETA,PARTICULAR,40.0,HOMBRE,LESIONADO,CONDUCTOR
CHIMBORAZO,VIERNES,P23,NO,CP13,PERDIDA DE PISTA,RURAL,CAMIONETA,PARTICULAR,-1.0,HOMBRE,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P17,NO,CP24,CHOQUE LATERAL,URBANA,BICICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
SANTO DOMINGO DE LOS TSACHILAS,VIERNES,P20,NO,CP24,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,23.0,HOMBRE,ILESO,CONDUCTOR
TUNGURAHUA,VIERNES,P09,NO,CP09,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,26.0,HOMBRE,LESIONADO,CONDUCTOR
TUNGURAHUA,VIERNES,P10,NO,CP01,OTROS,URBANA,ESPECIAL,PARTICULAR,23.0,HOMBRE,LESIONADO,PEATON
TUNGURAHUA,VIERNES,P16,NO,CP06,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,15.0,MUJER,LESIONADO,PEATON
TUNGURAHUA,VIERNES,P10,NO,CP09,PERDIDA DE PISTA,RURAL,AUTOMOVIL,PARTICULAR,34.0,HOMBRE,FALLECIDO,CONDUCTOR
PICHINCHA,VIERNES,P23,NO,CP09,ESTRELLAMIENTOS,RURAL,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,VIERNES,P14,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,31.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,VIERNES,P07,NO,CP09,ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,31.0,HOMBRE,LESIONADO,PASAJERO
PICHINCHA,VIERNES,P03,NO,CP09,ESTRELLAMIENTOS,URBANA,ESPECIAL,PARTICULAR,49.0,HOMBRE,ILESO,CONDUCTOR
PICHINCHA,VIERNES,P11,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,60.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,VIERNES,P15,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,23.0,HOMBRE,LESIONADO,CONDUCTOR
PICHINCHA,VIERNES,P23,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,VIERNES,P06,NO,CP11,CHOQUE POSTERIOR,RURAL,MOTOCICLETA,PARTICULAR,35.0,HOMBRE,FALLECIDO,CONDUCTOR
PICHINCHA,VIERNES,P02,NO,CP09,ESTRELLAMIENTOS,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,VIERNES,P02,NO,CP09,ESTRELLAMIENTOS,RURAL,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
PICHINCHA,VIERNES,P11,NO,CP02,OTROS,RURAL,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
MANABI,VIERNES,P15,NO,CP13,CHOQUE POSTERIOR,URBANA,BICICLETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
AZUAY,VIERNES,P21,NO,CP06,PERDIDA DE PISTA,URBANA,CAMIONETA,PARTICULAR,24.0,HOMBRE,LESIONADO,PASAJERO
AZUAY,VIERNES,P23,NO,CP09,ESTRELLAMIENTOS,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,30.0,HOMBRE,ILESO,CONDUCTOR
EL ORO,VIERNES,P08,NO,CP22,CHOQUE LATERAL,URBANA,BICICLETA,PARTICULAR,52.0,HOMBRE,LESIONADO,CONDUCTOR
LOJA,VIERNES,P17,NO,CP13,OTROS,URBANA,BUS,PUBLICO,17.0,HOMBRE,LESIONADO,PASAJERO
GUAYAS,SABADO,P00,NO,CP11,CHOQUE POSTERIOR,URBANA,AUTOMOVIL,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P00,NO,CP11,CHOQUE POSTERIOR,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P05,NO,CP06,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P07,NO,CP18,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,25.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P06,NO,CP06,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P07,NO,CP09,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P11,NO,CP22,CHOQUE LATERAL,URBANA,VEHICULO DEPORTIVO UTILITARIO,PARTICULAR,-1.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P12,NO,CP09,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,25.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P17,NO,CP09,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,20.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P16,NO,CP11,CHOQUE POSTERIOR,URBANA,MOTOCICLETA,PARTICULAR,47.0,HOMBRE,LESIONADO,CONDUCTOR
GUAYAS,SABADO,P19,NO,CP09,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P20,NO,CP06,PERDIDA DE PISTA,URBANA,AUTOMOVIL,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P21,NO,CP09,ATROPELLOS,URBANA,CAMIONETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P20,NO,CP22,CHOQUE LATERAL,URBANA,MOTOCICLETA,PARTICULAR,24.0,HOMBRE,FALLECIDO,CONDUCTOR
GUAYAS,SABADO,P21,NO,CP09,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P21,NO,CP22,CHOQUE LATERAL,URBANA,AUTOMOVIL,PARTICULAR,39.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P22,NO,CP06,CHOQUE LATERAL,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P16,NO,CP09,ATROPELLOS,URBANA,MOTOCICLETA,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P16,NO,CP11,CHOQUE POSTERIOR,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P01,NO,CP13,VOLCAMIENTOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P02,NO,CP13,PERDIDA DE PISTA,RURAL,CAMIONETA,PARTICULAR,37.0,HOMBRE,ILESO,CONDUCTOR
GUAYAS,SABADO,P17,NO,CP13,ATROPELLOS,URBANA,NO IDENTIFICADO,PARTICULAR,-1.0,NO IDENTIFICADO,NO IDENTIFICADO,CONDUCTOR
GUAYAS,SABADO,P18,NO,CP13,PERDIDA DE PISTA,URBANA,MOTOCICLETA,PARTICULAR,-1.0,HOMBRE,FALLECIDO,CONDUCTOR
